"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","myvoice2.wav","0",20,0.162961651356847,0.0582505190162814,0.146122448979592,0.126122448979592,0.208571428571429,0.0824489795918368,3.08766972923026,15.4582412088448,0.896830369076095,0.411106006090784,0.128163265306122,0.162961651356847,0,0.130202093294887,0.0491299897645855,0.263736263736264,0.65162037037037,0,6.3046875,6.3046875,0.100226910635833
