"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","myvoice.wav","0",20,0.169039386078195,0.0538043339067212,0.159536768963521,0.129866821077012,0.197637521713955,0.0677707006369427,2.37065903638812,9.88785971521079,0.911265327933685,0.407223532791128,0.122408801389693,0.169039386078195,0,0.130055558121331,0.0480961923847695,0.27906976744186,0.813694852941176,0,6.3515625,6.3515625,0.118980035954206
