"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","hi-cutiepie.wav","0",20,0.236413267108739,0.0751522656227051,0.265791044776119,0.251582089552239,0.274985074626866,0.0234029850746269,3.87682042242252,17.7970153860523,0.739220734885166,0.207969220331354,0.274149253731343,0.236413267108739,0,0.190269683486346,0.0502277904328018,0.279113924050633,1.01432719983553,0.2583984375,4.34970703125,4.09130859375,0.102786377708978
